pmid,subject,relation,object,found,relation_term_matched,distance_chars,snippet
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Formicidae,True,True,2,"Parasite–host interaction specificity is driven by the diversity or temporal variability of the host’s population and by genetic trade-offs in adaptation to different hosts. Thus, co-evolutionary consequence critically depends on the pervasiveness of genetic interactions. Ophiocordyceps unilateralis (Clavicipitaceae: Hypocreales), also referred to as a “zombie fungus,” is a fungal pathogen considered specific to ants of the tribe Camponotini (Formicinae: Formicidae)."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Camponotus,True,True,2,"unilateralis , which are yet to be described 9 . Studies have reported that O . unilateralis in the southern Thailand mainly parasitize carpenter ants, especially Camponotus leonardi , as principal hosts with minor supplementary infections found in some Polyrhachis ants 3 , 10 ."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Polyrhachis debilis,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Polyrhachis illaudata,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps pseudolloydii,pathogenOf,Dolichoderus thoracicus,True,True,2,"We found that the fungal hyphae invaded into the dead body of the ant and expanded onto the surface of the leaf without invading the mesophyll of the leaf. In our previous study, we reported that another parasitic Ophiocordyceps species, O . pseudolloydii , could naturally infect Dolichoderus thoracicus ant hosts 69 ."
PMC7156370,Ophiocordyceps,pathogenOf,Polyrhachis,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps,pathogenOf,Dolichoderus,True,True,2,"We found that the fungal hyphae invaded into the dead body of the ant and expanded onto the surface of the leaf without invading the mesophyll of the leaf. In our previous study, we reported that another parasitic Ophiocordyceps species, O . pseudolloydii , could naturally infect Dolichoderus thoracicus ant hosts 69 ."
PMC7156370,Ophiocordyceps,pathogenOf,Camponotus,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Polyrhachis dives,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Polyrhachis wolfi,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Polyrhachis vigilans,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordyceps unilateralis,parasiteOf,Polyrhachis,True,True,2,"unilateralis , which are yet to be described 9 . Studies have reported that O . unilateralis in the southern Thailand mainly parasitize carpenter ants, especially Camponotus leonardi , as principal hosts with minor supplementary infections found in some Polyrhachis ants 3 , 10 ."
PMC7156370,Ophiocordyceps,parasiteOf,Polyrhachis,True,True,2,"Therefore, we put forth that the energy for fungal growth might be generated from the infected ants. Figure 1 In situ photographs showing the infection of Ophiocordyceps unilateralis sensu lato on eight different sympatric ant species: Polyrhachis mesota ( A ), Polyrhachis wolfi ( B ), Polyrhachis vigilans ( C ), Polyrhachis latona ( D ), Polyrhachis illaudata ( E ), Polyrhachis debilis ( F ), Polyrhachis dives ( G ), and Camponotus punctatissimus ( H )."
PMC7156370,Ophiocordycipitaceae,parasiteOf,Formicidae,True,True,2,"Parasite–host interaction specificity is driven by the diversity or temporal variability of the host’s population and by genetic trade-offs in adaptation to different hosts. Thus, co-evolutionary consequence critically depends on the pervasiveness of genetic interactions. Ophiocordyceps unilateralis (Clavicipitaceae: Hypocreales), also referred to as a “zombie fungus,” is a fungal pathogen considered specific to ants of the tribe Camponotini (Formicinae: Formicidae)."
PMC7341126,Ophiocordyceps kimflemingiae,interactsWith,Camponotus castaneus,True,True,2,"Additional results and discussions are presented in File S3. Supplemental material available at figshare: https://doi.org/10.25387/g3.12121659 .  RESULTS & DISCUSSION  We set out to identify parasite and host genes involved in manipulated biting and clinging behavior observed in Ophiocordyceps -infected Camponotus ants. To this end, we infected C. floridanus with O. camponoti-floridani to compare gene expression levels in this host-parasite interaction with those published for C. castaneus and O. kimflemingiae ( de Bekker et al. 2015 )."
PMC7341126,Ophiocordyceps kimflemingiae,pathogenOf,Camponotus castaneus,True,True,2,"Additional results and discussions are presented in File S3. Supplemental material available at figshare: https://doi.org/10.25387/g3.12121659 .  RESULTS & DISCUSSION  We set out to identify parasite and host genes involved in manipulated biting and clinging behavior observed in Ophiocordyceps -infected Camponotus ants. To this end, we infected C. floridanus with O. camponoti-floridani to compare gene expression levels in this host-parasite interaction with those published for C. castaneus and O. kimflemingiae ( de Bekker et al. 2015 )."
PMC7341126,Ophiocordyceps,pathogenOf,Camponotus floridanus,True,True,2,"Strain Arb2 was collected at the University of Central Florida arboretum in Orange County, Florida and used for laboratory infections and RNAseq data. These samples were obtained by permission from the University of Central Florida and the Florida Department of Agriculture and Consumer Services. Both strains were isolated by surface sterilizing infected Camponotus floridanus cadavers in 70% ethanol for 10 sec and aseptically removing ant cuticle with 25 G needles (PrecisionGlide, BD) to extract O. camponoti-floridani mycelium."
PMC7341126,Ophiocordycipitaceae,interactsWith,Formicidae,True,True,2,"Additional results and discussions are presented in File S3. Supplemental material available at figshare: https://doi.org/10.25387/g3.12121659 .  RESULTS & DISCUSSION  We set out to identify parasite and host genes involved in manipulated biting and clinging behavior observed in Ophiocordyceps -infected Camponotus ants. To this end, we infected C. floridanus with O. camponoti-floridani to compare gene expression levels in this host-parasite interaction with those published for C. castaneus and O. kimflemingiae ( de Bekker et al. 2015 )."
PMC7341126,Ophiocordyceps,interactsWith,Camponotus,True,True,2,"Additional results and discussions are presented in File S3. Supplemental material available at figshare: https://doi.org/10.25387/g3.12121659 .  RESULTS & DISCUSSION  We set out to identify parasite and host genes involved in manipulated biting and clinging behavior observed in Ophiocordyceps -infected Camponotus ants. To this end, we infected C. floridanus with O. camponoti-floridani to compare gene expression levels in this host-parasite interaction with those published for C. castaneus and O. kimflemingiae ( de Bekker et al. 2015 )."
PMC7341126,Ophiocordyceps camponoti-floridani,pathogenOf,Camponotus floridanus,True,True,2,"Strain Arb2 was collected at the University of Central Florida arboretum in Orange County, Florida and used for laboratory infections and RNAseq data. These samples were obtained by permission from the University of Central Florida and the Florida Department of Agriculture and Consumer Services. Both strains were isolated by surface sterilizing infected Camponotus floridanus cadavers in 70% ethanol for 10 sec and aseptically removing ant cuticle with 25 G needles (PrecisionGlide, BD) to extract O. camponoti-floridani mycelium."
PMC7341126,Ophiocordyceps,pathogenOf,Formicidae,True,True,2,"Strain Arb2 was collected at the University of Central Florida arboretum in Orange County, Florida and used for laboratory infections and RNAseq data. These samples were obtained by permission from the University of Central Florida and the Florida Department of Agriculture and Consumer Services. Both strains were isolated by surface sterilizing infected Camponotus floridanus cadavers in 70% ethanol for 10 sec and aseptically removing ant cuticle with 25 G needles (PrecisionGlide, BD) to extract O. camponoti-floridani mycelium."
PMC7341126,Ophiocordyceps,pathogenOf,Camponotus castaneus,True,True,2,"Additional results and discussions are presented in File S3. Supplemental material available at figshare: https://doi.org/10.25387/g3.12121659 .  RESULTS & DISCUSSION  We set out to identify parasite and host genes involved in manipulated biting and clinging behavior observed in Ophiocordyceps -infected Camponotus ants. To this end, we infected C. floridanus with O. camponoti-floridani to compare gene expression levels in this host-parasite interaction with those published for C. castaneus and O. kimflemingiae ( de Bekker et al. 2015 )."
PMC7497042,Wolbachia,pathogenOf,Temnothorax,True,True,2,"Among those bacteria, Wolbachia is particularly widespread and could distort the mitochondrial genealogy when a particular strain spreads within the host species, hitchhiking its linked mitochondrial haplotype (Cariou, Duret, & Charlat, 2017 ). Wolbachia infection is frequent among ants and could therefore be responsible of some mitonuclear discordance (Wenseleers et al., 1998 ). We indeed discovered such an instance with a Wolbachia CO1 sequence identified in Temnothorax sp. mmp11 (SRR5809551), which was confirmed by several assembled contigs matching to Wolbachia strain genomes in this sample."
PMC7648450,Laboulbenia,pathogenOf,Lasius neglectus,True,True,2,"Ha. axyridis , this effect was not visible in the dual infection treatment. The infection with Laboulbeniales probably decreased the susceptibility of Ha. axyridis to infection by M. brunneum , similar to the findings of Konrad et al. (2015) . These authors found that Laboulbenia -infected Lasius neglectus ants (Hymenoptera, Formicidae) showed a decreased susceptibility to M. brunneum ."
PMC7648450,Laboulbenia,pathogenOf,Lasius,True,True,2,"Ha. axyridis , this effect was not visible in the dual infection treatment. The infection with Laboulbeniales probably decreased the susceptibility of Ha. axyridis to infection by M. brunneum , similar to the findings of Konrad et al. (2015) . These authors found that Laboulbenia -infected Lasius neglectus ants (Hymenoptera, Formicidae) showed a decreased susceptibility to M. brunneum ."
PMC7648450,Laboulbeniaceae,pathogenOf,Formicidae,True,True,2,"Ha. axyridis , this effect was not visible in the dual infection treatment. The infection with Laboulbeniales probably decreased the susceptibility of Ha. axyridis to infection by M. brunneum , similar to the findings of Konrad et al. (2015) . These authors found that Laboulbenia -infected Lasius neglectus ants (Hymenoptera, Formicidae) showed a decreased susceptibility to M. brunneum ."
PMC8151820,Cladosporiaceae,hasVector,Formicidae,True,True,2,"[ 81 , 82 ] previously reported the presence of this genus on ants. Pagnocca et al. [ 83 ] also found the predominance of Cladosporium strains from Atta gynes, pointing out that these insects could act on its dispersion, but no interactions were shown between this genus and the symbiont fungus cultivated by the ants."
PMC8151820,Cladosporium,hasVector,Formicidae,True,True,2,"[ 81 , 82 ] previously reported the presence of this genus on ants. Pagnocca et al. [ 83 ] also found the predominance of Cladosporium strains from Atta gynes, pointing out that these insects could act on its dispersion, but no interactions were shown between this genus and the symbiont fungus cultivated by the ants."
PMC8207340,Hypocreaceae,pathogenOf,Formicidae,True,True,2,"Previous work on Escovopsis infections in other sympatric, closely related attine species [i.e., Cyphomyrmex costatus , C . muelleri, and C . longiscapus (Birnbaum & Gerardo, 2016 ; Gerardo et al., 2004 ); Atta spp."
PMC8207340,Escovopsis,pathogenOf,Apterostigma,True,True,2,"dentigerum and 12 colonies of A . pilosum ). We conducted experiments using entire colonies. Prior to infection, we cultured a representative of each of the five Escovopsis morphotypes on PDA media at room temperature for 20 days."
PMC8207340,Escovopsis,parasiteOf,Apterostigma,True,True,2,"Every two days, colonies were fed cornmeal and cleaned. To assess the prevalence and distribution of Escovopsis among host colonies of two ant species, we utilized two methods (M1 and M2) to maximize the likelihood of isolating parasite strains. First (M1), within five days of colony collection, from each of 32 A . dentigerum and 14 A ."
PMC8207340,Escovopsis,pathogenOf,Cyphomyrmex longiscapus,True,True,2,"Previous work on Escovopsis infections in other sympatric, closely related attine species [i.e., Cyphomyrmex costatus , C . muelleri, and C . longiscapus (Birnbaum & Gerardo, 2016 ; Gerardo et al., 2004 ); Atta spp."
PMC8238408,Escovopsis,interactsWith,Atta sexdens,True,True,2,"Here, considering the ant colony as a host (composed by the fungus garden and the ants), we evaluate host- Escovopsis interactions in the fungiculture of higher attines. Our first approach assessed in vitro interactions between Escovopsis and the symbiotic fungi cultivated by the higher attines Atta sexdens and Mycetomoellerius tucumanus ."
PMC8238408,Escovopsis,pathogenOf,Atta sexdens,True,True,2,"Our first approach assessed in vitro interactions between Escovopsis and the symbiotic fungi cultivated by the higher attines Atta sexdens and Mycetomoellerius tucumanus . In the second approach, we analyzed interactions between Escovopsis and queen-less colonies of A. sexdens containing ant workers, pupae, and larvae (hereafter mentioned as subcolonies). Specifically, we investigate (i) whether fungal cultivars are differentially susceptible to diverse Escovopsis strains; (ii) whether fungal cultivar- Escovopsis interactions (FEI) follow a phylogenetic distribution; (iii) how healthy subcolonies respond to infection with Escovopsis conidia in different concentrations; and (iv) how insecticide-treated subcolonies respond to Escovopsis conidia infection."
PMC8238408,Escovopsis,interactsWith,Atta,True,True,2,"Here, considering the ant colony as a host (composed by the fungus garden and the ants), we evaluate host- Escovopsis interactions in the fungiculture of higher attines. Our first approach assessed in vitro interactions between Escovopsis and the symbiotic fungi cultivated by the higher attines Atta sexdens and Mycetomoellerius tucumanus ."
PMC8238408,Escovopsis,pathogenOf,Mycetomoellerius,True,True,2,"Our first approach assessed in vitro interactions between Escovopsis and the symbiotic fungi cultivated by the higher attines Atta sexdens and Mycetomoellerius tucumanus . In the second approach, we analyzed interactions between Escovopsis and queen-less colonies of A. sexdens containing ant workers, pupae, and larvae (hereafter mentioned as subcolonies). Specifically, we investigate (i) whether fungal cultivars are differentially susceptible to diverse Escovopsis strains; (ii) whether fungal cultivar- Escovopsis interactions (FEI) follow a phylogenetic distribution; (iii) how healthy subcolonies respond to infection with Escovopsis conidia in different concentrations; and (iv) how insecticide-treated subcolonies respond to Escovopsis conidia infection."
PMC8383443,Hypocreaceae,kills,Formicidae,True,True,2,"Escovopsis is a diverse group of fungi, members of which are presumed to have evolved parasitizing the mutualistic fungus of fungus-growing ants ( Formicidae: Myrmicinae: Attini : Attina , the “attines”) (Yek et al. 2012 ). Besides, Escovopsis has only been found associated with fungus-growing ant colonies, suggesting that the genus has evolved in relation to these ants’ system, potentially for millions of years."
PMC8383443,Luteomyces,interactsWith,Mycocepurus,True,True,2,"Recent studies have shown that some strains of S. kreiselii behave as antagonists of the mutualistic fungus of Mycetophylax morschi being able to kill it under laboratory conditions (Custodio and Rodrigues 2019 ). However, the mechanisms by which it manages to kill the cultivars are completely unknown. On the other hand, Bizarria et al. ( 2020 ) demonstrated that L. trichodermoides had little negative impact on the mutualistic fungus of Mycocepurus goeldii , being just able to inhibit the fungus cultivars in-vitro and unable to overcome defenses of the ant colonies."
PMC8383443,Hypocreaceae,interactsWith,Formicidae,True,True,2,"Escovopsis is a diverse group of fungi, members of which are presumed to have evolved parasitizing the mutualistic fungus of fungus-growing ants ( Formicidae: Myrmicinae: Attini : Attina , the “attines”) (Yek et al. 2012 ). Besides, Escovopsis has only been found associated with fungus-growing ant colonies, suggesting that the genus has evolved in relation to these ants’ system, potentially for millions of years."
PMC8383443,Sympodiorosea,kills,Mycetophylax,True,True,2,"Some authors suggested that Sympodiorosea spp. and L. trichodermoides are more likely to be associated with the colonies of lower attine ants than higher attine (e.g., leaf-cutting) ants (Gerardo et al. 2004 , 2006b ), but more evidence is necessary to confirm this hypothesis. Recent studies have shown that some strains of S. kreiselii behave as antagonists of the mutualistic fungus of Mycetophylax morschi being able to kill it under laboratory conditions (Custodio and Rodrigues 2019 )."
PMC8383443,Luteomyces trichodermoides,interactsWith,Mycocepurus goeldii,True,True,2,"Recent studies have shown that some strains of S. kreiselii behave as antagonists of the mutualistic fungus of Mycetophylax morschi being able to kill it under laboratory conditions (Custodio and Rodrigues 2019 ). However, the mechanisms by which it manages to kill the cultivars are completely unknown. On the other hand, Bizarria et al. ( 2020 ) demonstrated that L. trichodermoides had little negative impact on the mutualistic fungus of Mycocepurus goeldii , being just able to inhibit the fungus cultivars in-vitro and unable to overcome defenses of the ant colonies."
PMC8383443,Sympodiorosea kreiselii,kills,Mycetophylax morschi,True,True,2,"Some authors suggested that Sympodiorosea spp. and L. trichodermoides are more likely to be associated with the colonies of lower attine ants than higher attine (e.g., leaf-cutting) ants (Gerardo et al. 2004 , 2006b ), but more evidence is necessary to confirm this hypothesis. Recent studies have shown that some strains of S. kreiselii behave as antagonists of the mutualistic fungus of Mycetophylax morschi being able to kill it under laboratory conditions (Custodio and Rodrigues 2019 )."
PMC8383443,Escovopsis,interactsWith,Attini,True,True,2,"Escovopsis is a diverse group of fungi, members of which are presumed to have evolved parasitizing the mutualistic fungus of fungus-growing ants ( Formicidae: Myrmicinae: Attini : Attina , the “attines”) (Yek et al. 2012 ). Besides, Escovopsis has only been found associated with fungus-growing ant colonies, suggesting that the genus has evolved in relation to these ants’ system, potentially for millions of years."
PMC2877093,Lactococcus,interactsWith,Solenopsis invicta,True,False,2,"In our study, the gut communities of field populations of H. pensylvanicus were most similar to the lab populations fed seeds (symbiotic) ( Fig. 1 ), which may be indicative of the facultatively granivorous lifestyle of this species observed in natural conditions [72] , [73] , [74] . These two populations shared all but a minor three of their tRF peaks and had similar relative abundances of their predominant peaks, whereas the prey fed (symbiotic) treatment differed from the field population in the presence of four peaks, and the relative abundances of 885 ( Serratia spp.), 896 ( Lactococcus garviae ), and 903 ( Enterococcus faecalis ) were found in substantially more beetles in the prey (symbiotic) treatment than in the Field population ( Fig. 2 ). Lactococcus garvaeae was also found in the stomachs of the more predatory carabid, Poecilus chalcites [44] and the stomachs of fire ants ( Solenopsis invicta )"
PMC3047535,Ophiocordyceps camponoti-balzani,interactsWith,Camponotini,True,False,2,"The four new species proposed herein can readily be separated on morphological characteristics ( Table 1 ). In addition, there are marked differences in the germination process with the smaller, more delicate ascospores of O. camponoti-rufipedis and O. camponoti-novogranadensis producing secondary spores (capilliconidia); whilst the significantly longer and stouter ascospores of O. camponoti-balzani and O. camponoti-melanotici fail to or only occasionaly germinate in vitro , but never produce capilliconidiophores. From these preliminary data, it is tantalising to speculate that each species of the tribe Camponotini may be attacked by a distinct species of Ophiocordyceps ."
PMC3047535,Ophiocordyceps,interactsWith,Camponotini,True,False,2,"The four new species proposed herein can readily be separated on morphological characteristics ( Table 1 ). In addition, there are marked differences in the germination process with the smaller, more delicate ascospores of O. camponoti-rufipedis and O. camponoti-novogranadensis producing secondary spores (capilliconidia); whilst the significantly longer and stouter ascospores of O. camponoti-balzani and O. camponoti-melanotici fail to or only occasionaly germinate in vitro , but never produce capilliconidiophores. From these preliminary data, it is tantalising to speculate that each species of the tribe Camponotini may be attacked by a distinct species of Ophiocordyceps ."
PMC3047535,Ophiocordyceps camponoti-novogranadensis,interactsWith,Camponotini,True,False,2,"The four new species proposed herein can readily be separated on morphological characteristics ( Table 1 ). In addition, there are marked differences in the germination process with the smaller, more delicate ascospores of O. camponoti-rufipedis and O. camponoti-novogranadensis producing secondary spores (capilliconidia); whilst the significantly longer and stouter ascospores of O. camponoti-balzani and O. camponoti-melanotici fail to or only occasionaly germinate in vitro , but never produce capilliconidiophores. From these preliminary data, it is tantalising to speculate that each species of the tribe Camponotini may be attacked by a distinct species of Ophiocordyceps ."
PMC3047535,Ophiocordyceps camponoti-rufipedis,interactsWith,Camponotini,True,False,2,"The four new species proposed herein can readily be separated on morphological characteristics ( Table 1 ). In addition, there are marked differences in the germination process with the smaller, more delicate ascospores of O. camponoti-rufipedis and O. camponoti-novogranadensis producing secondary spores (capilliconidia); whilst the significantly longer and stouter ascospores of O. camponoti-balzani and O. camponoti-melanotici fail to or only occasionaly germinate in vitro , but never produce capilliconidiophores. From these preliminary data, it is tantalising to speculate that each species of the tribe Camponotini may be attacked by a distinct species of Ophiocordyceps ."
PMC3118224,Ophiocordyceps,kills,Formicidae,True,False,2,"This host death as a developmental necessity implies that Ophiocordyceps infections would also match the functional definition of being a parasitoid [ 21 ]. While the Ophiocordyceps clade has a global distribution local interactions tend to be highly specific with highly stereotyped host behaviors [ 16 , 22 ]. Ants of the tribe Camponotinii ( Camponotus, Polyrhachis and Echinopla ) are known to leave their nest to bite into leaves before dying from infections with a representative of the species complex Ophiocordyceps unilateralis sensu lato [ 16 ]."
PMC3118224,Ophiocordycipitaceae,kills,Formicidae,True,False,2,"This host death as a developmental necessity implies that Ophiocordyceps infections would also match the functional definition of being a parasitoid [ 21 ]. While the Ophiocordyceps clade has a global distribution local interactions tend to be highly specific with highly stereotyped host behaviors [ 16 , 22 ]. Ants of the tribe Camponotinii ( Camponotus, Polyrhachis and Echinopla ) are known to leave their nest to bite into leaves before dying from infections with a representative of the species complex Ophiocordyceps unilateralis sensu lato [ 16 ]."
PMC5651009,Actinobacteria,interactsWith,Tapinoma ramulorum,True,False,2,"Insect species and colony components sampled and Actinobacteria isolates obtained. Ten different species of ants representing four sub-families and spanning different lifestyles and habitats were collected. The ant species sampled comprised, Tapinoma ramulorum (Dolichoderinae), Paratrechina caeciliae (Formicinae), and Pheidole fiorii (Myrmicinae), which build carton nests on the leaves of different plants, and Pheidole bicornis (Myrmicinae) that obligatorily lives in cavities of the petioles and stems shrubs from the genus Piper."
PMC6002356,Ophiocordyceps camponoti-renggeri,pathogenOf,Formicidae,True,False,2,This study Brazilian Amazon O . camponoti-novogranadensis Camponotus novogranadensis biting epiphytes 75–95 × 2.5–3.5 – 5–10 x x Evans et al. (2011) Brazilian Atlantic Rainforest O . camponoti-renggeri Camponotus renggeri biting leaf/moss 90–120 × 4 – 5–8 x
PMC6002356,Ophiocordyceps camponoti-bispinosi,pathogenOf,Formicidae,True,False,2,(2015) Brazilian Amazon O . camponoti-balzani Camponotus balzani biting leaf 135–174 × 4–5 – 14–22 x x Evans et al . (2011) Brazilian Atlantic Rainforest O . camponoti-bispinosi Camponotus bispinosus biting spines 70–75 × 4.5 65 4–5 x Araújo et al.
PMC6002356,Ophiocordyceps camponoti-femorati,pathogenOf,Formicidae,True,False,2,x This study Brazilian Amazon O . camponoti-femorati Camponotus femoratus biting leaf/spines 75–90 × 3 35–40 5
PMC6002356,Ophiocordyceps camponoti-floridani,pathogenOf,Formicidae,True,False,2,x This study Brazilian Amazon O . camponoti-floridani Camponotus floridanus biting leaf 75–90 × 4–5 na 5 x
PMC6002356,Ophiocordyceps camponoti-atricipis,pathogenOf,Formicidae,True,False,2,blakebarnesii Camponotus sp. biting inside log 140–160 × 4 na 6–7 x This study USA (Missouri) O . camponoti-atricipis Camponotus atriceps biting leaf 80–85 × 3 55 5 x Araújo et al .
PMC6002356,Ophiocordyceps,pathogenOf,Myrmica,True,False,2,"Ophiocordyceps naomi-pierceae from Australia has a unique asexual morph within the O. unilateralis core clade, formed on the surface of synnemata arising from the dorsal pronotum and leg joints. The abundant, long phialides are polyphialidic, branching sympodially to produce up to 10 pointed necks ( Fig. 16 ). A similar paraisaria-like asexual morph is associated with the red ant ( Myrmica rubra ) in the UK, which was found to lie within the Ophiocordyceps , close to O. gracilis from which the genus Paraisaria was erected ( Samson & Brady 1983 ), but far from O. unilateralis core clade ( Evans et al. 2010 )."
PMC6002356,Ophiocordyceps,pathogenOf,Myrmica rubra,True,False,2,"Ophiocordyceps naomi-pierceae from Australia has a unique asexual morph within the O. unilateralis core clade, formed on the surface of synnemata arising from the dorsal pronotum and leg joints. The abundant, long phialides are polyphialidic, branching sympodially to produce up to 10 pointed necks ( Fig. 16 ). A similar paraisaria-like asexual morph is associated with the red ant ( Myrmica rubra ) in the UK, which was found to lie within the Ophiocordyceps , close to O. gracilis from which the genus Paraisaria was erected ( Samson & Brady 1983 ), but far from O. unilateralis core clade ( Evans et al. 2010 )."
PMC6002356,Ophiocordyceps camponoti-nidulantis,pathogenOf,Formicidae,True,False,2,camponoti-leonardi Camponotus leonardi biting leaf 110–125 × 2–3 – 7–8 x Kobmoo et al. (2012) Thailand O . camponoti-melanotici Camponotus melanoticus biting leaf 170–210 × 4–5 20–25 27–35 x Evans et al. (2011) Brazilian Atlantic Rainforest O . camponoti-nidulantis Camponotus niduland biting saplings 90–105 (−115) × 3–4 50–60 5 x x
PMC6002356,Ophiocordyceps camponoti-hippocrepidis,pathogenOf,Formicidae,True,False,2,This study Brazilian Amazon O . camponoti-floridani Camponotus floridanus biting leaf 75–90 × 4–5 na 5 x This study USA (Florida) O . camponoti-hippocrepidis Camponotus hippocrepis biting spines 75–85 × 4–5 45–50 5 x
PMC6002356,Ophiocordyceps camponoti-novogranadensis,pathogenOf,Formicidae,True,False,2,camponoti-nidulantis Camponotus niduland biting saplings 90–105 (−115) × 3–4 50–60 5 x x This study Brazilian Amazon O . camponoti-novogranadensis Camponotus novogranadensis biting epiphytes 75–95 × 2.5–3.5 – 5–10 x x Evans et al. (2011) Brazilian Atlantic Rainforest O .
PMC7156370,Ophiocordyceps unilateralis,parasiteOf,Colobopsis leonardi,True,False,2,"14 indicated that the O . unilateralis complex was found to occur predominantly on three ant species, namely C . leonardi , C ."
PMC7156370,Ophiocordyceps unilateralis,pathogenOf,Colobopsis leonardi,True,False,2,"14 indicated that the O . unilateralis complex was found to occur predominantly on three ant species, namely C . leonardi , C ."
PMC7274273,Ophiocordyceps,pathogenOf,Atta,True,False,2,"2011 , Kobmoo et al . 2012 , Kobmoo et al . 2015 ), one from Japan ( Kepler et al . 2010 ), three from the Brazilian Amazon ( Araújo et al . 2015 ) and another 14 in the pipeline ( Araújo et al . 2018 ). Significantly, however, only Kobayasi (1941) appears to have examined the type specimen – named as Torrubia unilateralis on the Brazilian ant Atta cephalotes ( Tulasne & Tulasne 1865 ) – and he noted that it “is now preserved in [the] Paris Entomological Museum [and] is immature”."
PMC7274273,Ophiocordyceps unilateralis,pathogenOf,Atta cephalotes,True,False,2,"2011 , Kobmoo et al . 2012 , Kobmoo et al . 2015 ), one from Japan ( Kepler et al . 2010 ), three from the Brazilian Amazon ( Araújo et al . 2015 ) and another 14 in the pipeline ( Araújo et al . 2018 ). Significantly, however, only Kobayasi (1941) appears to have examined the type specimen – named as Torrubia unilateralis on the Brazilian ant Atta cephalotes ( Tulasne & Tulasne 1865 ) – and he noted that it “is now preserved in [the] Paris Entomological Museum [and] is immature”."
