source_taxon_name,interaction_type,target_taxon_name,study_citation,study_url,study_source_archive_uri,categoria
Euroleon nostras,preysOn,Solenopsis fugax,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Gymnocnemia variegata,preysOn,Solenopsis fugax,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon formicarius,preysOn,Solenopsis fugax,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon hyalinus,preysOn,Solenopsis fugax,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Atelura formicaria,parasiteOf,Solenopsis fugax,"Molero-Baltanás, R., Bach, C., Tinaut, A., Diz-Perez, J., & Gaju-Ricart, M. (2017). Symbiotic relationships between silverfish (Zygentoma: Lepismatidae, Nicoletiidae) and ants (Hymenoptera: Formicidae) in the Western Palaearctic. A quantitative analysis of data from Spain. Myrmecological News, 24, 107–122.",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Formica uralensis,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica sanguinea,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica truncorum,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica rufa,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica foreli,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica fuscocinerea,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica lugubris,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica exsecta,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica picea,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica paralugubris,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica lemani,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica selysi,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica bruni,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica polyctena,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica clara,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica pressilabris,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica cunicularia,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica gagates,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica aquilonia,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica fusca,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica pratensis,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica forsslundi,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica lusatica,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica rufibarbis,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Formica cinerea,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius citrinus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius emarginatus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius paralienus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius jensi,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius distinguendus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius alienus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius platythorax,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius myops,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius psammophilus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius carniolicus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius fuliginosus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius meridionalis,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius mixtus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius brunneus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius niger,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius sabularum,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius flavus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius umbratus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius neglectus,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius bicornis,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Solenopsis fugax,interactsWith,Solenopsis fugax,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip,Mineração de texto
Formica,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Lasius,preyedUponBy,Solenopsis fugax,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Gymnocnemia variegata,preysOn,Plagiolepis pygmaea,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon hyalinus,preysOn,Plagiolepis pygmaea,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Acanthaclisis occitanica,preysOn,Plagiolepis pygmaea,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Euroleon nostras,preysOn,Plagiolepis pygmaea,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon formicarius,preysOn,Plagiolepis pygmaea,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Atelura formicaria,parasiteOf,Plagiolepis pygmaea,"Molero-Baltanás, R., Bach, C., Tinaut, A., Diz-Perez, J., & Gaju-Ricart, M. (2017). Symbiotic relationships between silverfish (Zygentoma: Lepismatidae, Nicoletiidae) and ants (Hymenoptera: Formicidae) in the Western Palaearctic. A quantitative analysis of data from Spain. Myrmecological News, 24, 107–122.",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Myrmeleon hyalinus,preysOn,Plagiolepis vindobonensis,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon formicarius,preysOn,Plagiolepis vindobonensis,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Acanthaclisis occitanica,preysOn,Plagiolepis vindobonensis,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Euroleon nostras,preysOn,Plagiolepis vindobonensis,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Gymnocnemia variegata,preysOn,Plagiolepis vindobonensis,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Atelura formicaria,parasiteOf,Plagiolepis vindobonensis,"Molero-Baltanás, R., Bach, C., Tinaut, A., Diz-Perez, J., & Gaju-Ricart, M. (2017). Symbiotic relationships between silverfish (Zygentoma: Lepismatidae, Nicoletiidae) and ants (Hymenoptera: Formicidae) in the Western Palaearctic. A quantitative analysis of data from Spain. Myrmecological News, 24, 107–122.",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Trichodectes unidentifiable,interactsWith,Atta texana,https://mbd-db.osu.edu/hol/collecting_units/0eae5d0b-aade-3aaa-e053-0100007f2cc9,https://mbd-db.osu.edu/hol/collecting_units/0eae5d0b-aade-3aaa-e053-0100007f2cc9,https://github.com/globalbioticinteractions/osal-ar/archive/eaa0ff7fa87f0217b2d1313eec7f2c9ddb0ad232.zip,Outro / não classificado
Blattodea,parasiteOf,Atta texana,"Field Museum of Natural History (Zoology) Insect, Arachnid and Myriapod Collection - Version 12.64. Accessed at <https://fmipt.fieldmuseum.org/ipt/archive.do?r=fmnh_insects> on 11 Apr 2026.",https://db.fieldmuseum.org/6d72bc0e-095a-4b7d-9e68-54458c02dcb4,https://github.com/globalbioticinteractions/fmnh/archive/24a410d7cfa90c1e38899f7a4c3a5b7544d93937.zip,Catálogo institucional
Attaphila fungicola,interactsWith,Atta texana,https://arctos.database.museum/guid/UTEP:Ento:16451,https://arctos.database.museum/guid/UTEP:Ento:16451,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Myrmeleon formicarius,preysOn,Tetramorium,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
