source_taxon_name,interaction_type,target_taxon_name,study_citation,study_url,study_source_archive_uri,categoria
Euroleon nostras,preysOn,Tetramorium,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon hyalinus,preysOn,Tetramorium,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Gymnocnemia variegata,preysOn,Tetramorium,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Acanthaclisis occitanica,preysOn,Tetramorium,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Atelura formicaria,parasiteOf,Tetramorium,"Molero-Baltanás, R., Bach, C., Tinaut, A., Diz-Perez, J., & Gaju-Ricart, M. (2017). Symbiotic relationships between silverfish (Zygentoma: Lepismatidae, Nicoletiidae) and ants (Hymenoptera: Formicidae) in the Western Palaearctic. A quantitative analysis of data from Spain. Myrmecological News, 24, 107–122.",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Delphacidae,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Hebridae,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Platystethus nodifrons,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Psychodidae,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Pentatomidae,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Blattodea,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Hebrus ruficeps,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Edaphus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Rugilus rufipes,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Carpelimus manchuricus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Propylaea quatuordecimpunctata,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Anotylus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Bembidion assimile,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Acupalpus flavicollis,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Stenus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Staphylinidae,preysOn,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Hebrus pusillus,preyedUponBy,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Hercostomus assimilis,preysOn,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Paederus riparius,preysOn,Tetramorium,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Anacaena limbata,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Pelochares versicolor,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Fulgoroidea,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Brachygluta,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Tetartopeus terminatus,preysOn,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Heteroptera,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Carpelimus corticinus,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Aphidoidea,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Cicadoidea,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Aleocharinae,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Chaetarthria seminulum,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Typhlocybini,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Euconnus hirticollis,preyedUponBy,Tetramorium,"Cattin Blandenier, M.-F. 2004. Food web ecology: models and application to conservation.",,https://github.com/globalbioticinteractions/brose/archive/a91b5a2371034d5520784e4867dd3c27ce3155bc.zip,Mineração de texto
Strongylognathus testaceus,parasiteOf,Tetramorium,https://www.inaturalist.org/observations/234894635,https://www.inaturalist.org/observations/234894635,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Orasema polymyrmex,hasParasitoid,Tetramorium,"@misc{ChecklistBankDataset124661, version = {Apr 2025}, url = {https://ucd.chalcid.org}, title = {Universal Chalcidoidea Database curated in TaxonWorks}, year = 2025, month = 4}. Accessed at <https://api.checklistbank.org/dataset/124661/archive.zip> on 10 Apr 2026.",,https://api.checklistbank.org/dataset/124661/archive.zip,Mineração de texto
Trichobius,preyedUponBy,Tetramorium,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://github.com/fkeck/gpt_interactions/archive/8eb44867f49875c46ceaebc3a6cd8dfb8bf68ef6.zip,Outro / não classificado
Diptera,preyedUponBy,Tetramorium,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://pmc.ncbi.nlm.nih.gov/articles/PMC3091855,https://github.com/fkeck/gpt_interactions/archive/8eb44867f49875c46ceaebc3a6cd8dfb8bf68ef6.zip,Outro / não classificado
Musca domestica,preyedUponBy,Pheidole,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Diptera,preyedUponBy,Pheidole,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Periplaneta americana,preyedUponBy,Pheidole,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Pheidoliphila minuta,interactsWith,Pheidole,"ABRS 2009. Australian Faunal Directory. Pheidoliphila minuta. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/9c5af260-6c28-4f8a-8694-985ce206f29d> on 11 Apr 2026.",http://biodiversity.org.au/afd/taxa/9c5af260-6c28-4f8a-8694-985ce206f29d,https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip,Outro / não classificado
Pheidoliphila granulata,interactsWith,Pheidole,"ABRS 2009. Australian Faunal Directory. Pheidoliphila granulata. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/1a1eaf93-e514-4119-aefb-85e1d1c6a2b2> on 11 Apr 2026.",http://biodiversity.org.au/afd/taxa/1a1eaf93-e514-4119-aefb-85e1d1c6a2b2,https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip,Outro / não classificado
Pheidoliphila carbo,interactsWith,Pheidole,"ABRS 2009. Australian Faunal Directory. Pheidoliphila carbo. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/ba892848-eb21-451e-89b3-fc8f8791bdd9> on 11 Apr 2026.",http://biodiversity.org.au/afd/taxa/ba892848-eb21-451e-89b3-fc8f8791bdd9,https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip,Outro / não classificado
Orasema valgius,parasiteOf,Pheidole,Heraty994 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Orasema,parasiteOf,Pheidole,Heraty2000 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Orasema susanae,parasiteOf,Pheidole,Torren2013 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Orasema minuta,parasiteOf,Pheidole,Heraty2002 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Orasemorpha eribotes,parasiteOf,Pheidole,Boucek988c via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Orasema tolteca,parasiteOf,Pheidole,Burks979 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Holcencyrtus wheeleri,parasiteOf,Pheidole,Peck963 via Universal Chalcidoidea Database,,https://github.com/globalbioticinteractions/natural-history-museum-london-interactions-bank/archive/0385e7b8c3f9681042f3edda7bd1d2c3766feb29.zip,Mineração de texto
Pheidole dentata,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:2738,https://arctos.database.museum/guid/UTEP:Ento:2738,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Pogonomyrmex rugosus,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:9551,https://arctos.database.museum/guid/UTEP:Ento:9551,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Monomorium,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:22667,https://arctos.database.museum/guid/UTEP:Ento:22667,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Odontomachus bauri,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:3220,https://arctos.database.museum/guid/UTEP:Ento:3220,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Pheidole bicarinata,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:2966,https://arctos.database.museum/guid/UTEP:Ento:2966,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Dorymyrmex smithi,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:3588,https://arctos.database.museum/guid/UTEP:Ento:3588,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Probolomyrmex brujitae,interactsWith,Pheidole,https://arctos.database.museum/guid/UTEP:Ento:3266,https://arctos.database.museum/guid/UTEP:Ento:3266,https://github.com/globalbioticinteractions/vertnet/archive/a2fbb10c1497ce4a2726e9cd238530c531abe82c.zip,Catálogo institucional
Pinaxister decipiens,parasiteOf,Pheidole,"Field Museum of Natural History (Zoology) Insect, Arachnid and Myriapod Collection - Version 12.64. Accessed at <https://fmipt.fieldmuseum.org/ipt/archive.do?r=fmnh_insects> on 11 Apr 2026.",https://db.fieldmuseum.org/66b7c36a-c8f6-463f-968b-6a3a959cb14e,https://github.com/globalbioticinteractions/fmnh/archive/24a410d7cfa90c1e38899f7a4c3a5b7544d93937.zip,Catálogo institucional
Wiedemannia (Wiedemannia),eatenBy,Pheidole,"Schoenly, K. and Reid, W. (1983). Community structure of carrion arthropods in the Chihuahuan Desert.  J. Arid Environ. 6:253-263. ",,https://github.com/globalbioticinteractions/globalwebdb/archive/12f2c1ad026e634aea47dc40c0a5e9d463165058.zip,Mineração de texto
Myrsidea birmensis,eatenBy,Pheidole,"M. McKinnerney. (1978). Carrion Communities in the Northern Chihuahuan Desert. The Southwestern Naturalist. 23(4), pp. 563-576; see also McKinnerney, M. (1977). Carrion communities in the northern Chihuahuan Desert. M.S. thesis. University of Texas-El Paso, Texas. ",,https://github.com/globalbioticinteractions/globalwebdb/archive/12f2c1ad026e634aea47dc40c0a5e9d463165058.zip,Mineração de texto
Wiedemannia (Wiedemannia),preyedUponBy,Pheidole,"@article{Schoenly_1983, doi = {10.1016/s0140-1963(18)31510-6}, url = {https://doi.org/10.1016%2Fs0140-1963%2818%2931510-6}, year = 1983, month = {sep}, publisher = {Elsevier {BV}}, volume = {6}, number = {3}, pages = {253--263}, author = {Kenneth Schoenly and William Reid}, title = {Community structure of carrion arthropods in the Chihuahuan Desert}, journal = {Journal of Arid Environments}}",https://www.sciencedirect.com/science/article/abs/pii/S0140196318315106,https://github.com/globalbioticinteractions/mangal/archive/496346227463f7003c1e4e6620693325b4cb294d.zip,Outro / não classificado
Orasema polymyrmex,hasParasitoid,Pheidole,"@article{113728,
  author = {Heraty, John M. and Baker, Austin J.},
  journal = {Journal of Natural History},
  month = {sep},
  day = {23},
  number = {9-12},
  pages = {735–754},
  publisher = {Informa UK Limited},
  title = {New species of <i>Orasema</i> (Hymenoptera: Eucharitidae) from Central and South America},
  volume = {54},
  year = {2020},
  url = {https://doi.org/10.1080%2F00222933.2020.1747651},
  note = {2022-09-15 00:34:03 UTC: John Heraty: Key to species of the lasallei group},
  issn = {0022-2933},
  doi = {10.1080/00222933.2020.1747651}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Orasema susanae,hasHost,Pheidole,"@article{98372,
  author = {Torréns, J.},
  journal = {Psyche, a Journal of Entomology (Cambridge, Massachusetts)},
  pages = {1–14},
  title = {A review of the biology of Eucharitidae (Hymenoptera: Chalcidoidea) from Argentina.},
  volume = {926572},
  year = {2013},
  issn = {0033-2615},
  doi = {10.1155/2013/926572}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Hayatosema assectator,hasHost,Pheidole,"@article{70198,
  address = {Gainesville, Florida},
  author = {Heraty, John M.},
  journal = {Memoirs of the American Entomological Institute},
  pages = {1–367},
  publisher = {The American Entomological Institute},
  title = {A revision of the genera of Eucharitidae (Hymenoptera: Chalcidoidea) of the world.},
  volume = {68},
  year = {2002},
  isbn = {9781887988124},
  issn = {0065-8162}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Orasema,hasHost,Pheidole,"@article{70197,
  author = {Heraty, J.M.},
  journal = {Annals of the Entomological Society of America},
  number = {3},
  pages = {374–390},
  title = {Phylogenetic relationships of Oraseminae (Hymenoptera: Eucharitidae).},
  volume = {93},
  year = {2000},
  issn = {0013-8746},
  doi = {10.1603/0013-8746(2000)093[0374:PROOHE]2.0.CO;2}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Orasema valgius,hasHost,Pheidole,"@article{70197,
  author = {Heraty, J.M.},
  journal = {Annals of the Entomological Society of America},
  number = {3},
  pages = {374–390},
  title = {Phylogenetic relationships of Oraseminae (Hymenoptera: Eucharitidae).},
  volume = {93},
  year = {2000},
  issn = {0013-8746},
  doi = {10.1603/0013-8746(2000)093[0374:PROOHE]2.0.CO;2}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Australosema pheidolophaga,hasHost,Pheidole,"@article{70217,
  address = {Toronto, Canada},
  author = {Heraty, John M.},
  journal = {Life Sciences Contributions, Royal Ontario Museum},
  month = {nov},
  day = {1},
  pages = {1–174},
  publisher = {Royal Ontario Museum},
  series = {Life Sciences Contributions, No. 157},
  title = {Classification and evolution of the Oraseminae in the Old World, including revision of two closely related genera of Eucharitinae (Hymenoptera: Eucharitidae)},
  volume = {157},
  year = {1994},
  isbn = {088854412X},
  stated_year = {1994},
  year_suffix = {a},
  doi = {10.5962/bhl.title.53489}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Orasemorpha eribotes,hasHost,Pheidole,"@book{55213,
  address = {Wallingford, United Kingdom},
  author = {Bouček, Zdeněk},
  month = {jun},
  day = {7},
  pages = {832},
  publisher = {CAB International},
  title = {Australasian Chalcidoidea (Hymenoptera). A Biosystematic Revision of Genera of Fourteen Families, with a Reclassification of Species},
  year = {1988},
  isbn = {0851986072},
  year_suffix = {c}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Holcencyrtus wheeleri,interactsWith,Pheidole,"@article{86691,
  author = {Peck, O.},
  journal = {The Canadian Entomologist (Supplement)},
  month = {jun},
  day = {3},
  pages = {1–1092},
  title = {A catalogue of the Nearctic Chalcidoidea (Insecta: Hymenoptera)},
  volume = {30},
  year = {1963},
  stated_year = {1963}
}
",,https://github.com/globalbioticinteractions/taxonworks/archive/be31110eb0240105ac57901aff7b24850fe7069f.zip,Mineração de texto
Neivamyrmex nigrescens,eats,Pheidole,https://www.inaturalist.org/observations/85645996,https://www.inaturalist.org/observations/85645996,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Eucalymnatus tessellatus,interactsWith,Pheidole,https://www.inaturalist.org/observations/254249224,https://www.inaturalist.org/observations/254249224,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Euborellia annulipes,eatenBy,Pheidole,https://www.inaturalist.org/observations/151413089,https://www.inaturalist.org/observations/151413089,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Periplaneta americana,eatenBy,Pheidole,https://www.inaturalist.org/observations/147038486,https://www.inaturalist.org/observations/147038486,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Pheidole,interactsWith,Pheidole,https://www.inaturalist.org/observations/46471266,https://www.inaturalist.org/observations/46471266,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Neotynelia pubescens,interactsWith,Pheidole,https://www.inaturalist.org/observations/208551625,https://www.inaturalist.org/observations/208551625,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Camponotus pressipes,interactsWith,Pheidole,https://www.inaturalist.org/observations/291818443,https://www.inaturalist.org/observations/291818443,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Pactolinus major,preyedUponBy,Pheidole,https://www.inaturalist.org/observations/92791140,https://www.inaturalist.org/observations/92791140,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
