source_taxon_name,source_taxon_path,source_taxon_path_ids,source_specimen_occurrence_id,source_specimen_institution_code,source_specimen_collection_code,source_specimen_catalog_number,source_specimen_life_stage_id,source_specimen_life_stage,source_specimen_physiological_state_id,source_specimen_physiological_state,source_specimen_body_part_id,source_specimen_body_part,source_specimen_sex_id,source_specimen_sex,source_specimen_basis_of_record,interaction_type,target_taxon_name,target_taxon_path,target_taxon_path_ids,target_specimen_occurrence_id,target_specimen_institution_code,target_specimen_collection_code,target_specimen_catalog_number,target_specimen_life_stage_id,target_specimen_life_stage,target_specimen_physiological_state_id,target_specimen_physiological_state,target_specimen_body_part_id,target_specimen_body_part,target_specimen_sex_id,target_specimen_sex,target_specimen_basis_of_record,latitude,longitude,event_date,study_citation,study_url,study_source_citation,study_source_archive_uri
Rubus,Life | Cellular Organisms | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Rosaceae | Rubus,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:42430800 | EOL:8654492 | EOL:11823577 | EOL:47170524 | EOL:4077 | EOL:8665119 | EOL:282 | EOL:283 | EOL:47107716 | EOL:47107717 | EOL:4385 | EOL:8097 | EOL:30108,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,10749f50-d8bf-408b-a031-a0e87875dfbc,UCM,UCMC,UCMC 0137760,,adult,,,,,,female (worker),PreservedSpecimen,40.143484,-79.267997,1982-06-01T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=29549052,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=29549052,Symbiota Collections of Arthropods Network (SCAN),https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
greenhouse,,,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,38917d9b-eb32-480a-a397-781c4ebfd47d,TAMU,TAMUIC,X0432629,,,,,,,,,PreservedSpecimen,,,0016-05-01T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15267532,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15267532,Symbiota Collections of Arthropods Network (SCAN),https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
Quercus falcata,Fagales | Fagaceae | Quercus | Quercus falcata,WD:Q21881 | WD:Q145977 | WD:Q12004 | WD:Q1066116,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,0ba7d0af-c907-4f83-b687-9b0838e1d03f,MISSA,MEM,MEM 273762,,,,,,,,worker,PreservedSpecimen,35.725012,-85.920326,2010-06-30T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56661579,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56661579,Symbiota Collections of Arthropods Network (SCAN),https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
oak tree,,,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,1992dd1c-8f27-45aa-942a-5b86d832dc45,MISSA,MEM,MEM 238409,,,,,,,,worker,PreservedSpecimen,30.7433,-87.91527778,2014-03-09T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=37118149,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=37118149,Symbiota Collections of Arthropods Network (SCAN),https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
ex. rotted log,,,,,,,,,,,,,,,PreservedSpecimen,hostOf,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:CMNHENT0039705,"Cleveland Museum of Natural History, OH (CLEV)",Insects,CMNHENT0039705,,adult,,,,,,undetermined,PreservedSpecimen,41.2888,-81.5665,2001-08-13T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25902692,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25902692,Symbiota Collections of Arthropods Network (SCAN),https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip
ground,,,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,MCZ:Ent:680945,MCZ,Ent,680945,,,,,,,,,PreservedSpecimen,41.58379,-71.19163,2018-08-06T00:00:00Z,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:680945,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:680945,"Harvard University M, Morris P J (2021). Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University.",https://github.com/globalbioticinteractions/mcz/archive/b33635a9fc75fd7931ad968cbc11180e6467bfd7.zip
ground,,,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,MCZ:Ent:680936,MCZ,Ent,680936,,,,,,,,,PreservedSpecimen,41.58648,-71.18501,2018-08-06T00:00:00Z,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:680936,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:680936,"Harvard University M, Morris P J (2021). Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University.",https://github.com/globalbioticinteractions/mcz/archive/b33635a9fc75fd7931ad968cbc11180e6467bfd7.zip
ground,,,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,MCZ:Ent:716347,MCZ,Ent,716347,,,,,,,,,PreservedSpecimen,41.46272,-71.58695,2018-07-25T00:00:00Z,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:716347,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:716347,"Harvard University M, Morris P J (2021). Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University.",https://github.com/globalbioticinteractions/mcz/archive/b33635a9fc75fd7931ad968cbc11180e6467bfd7.zip
floor or building,,,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,MCZ:Ent:715841,MCZ,Ent,715841,,,,,,,,,PreservedSpecimen,41.826,-71.375,1997-08-14T00:00:00Z,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:715841,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:715841,"Harvard University M, Morris P J (2021). Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University.",https://github.com/globalbioticinteractions/mcz/archive/b33635a9fc75fd7931ad968cbc11180e6467bfd7.zip
ex log,,,,,,,,,,,,,,,PreservedSpecimen,hostOf,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,MCZ:Ent:568379,MCZ,Ent,568379,,,,,,,,,PreservedSpecimen,43.71111,-71.45778,2000-04-08T00:00:00Z,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:568379,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:568379,"Harvard University M, Morris P J (2021). Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University.",https://github.com/globalbioticinteractions/mcz/archive/b33635a9fc75fd7931ad968cbc11180e6467bfd7.zip
Rubus,Life | Cellular Organisms | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Rosales | Rosaceae | Rubus,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:42430800 | EOL:8654492 | EOL:11823577 | EOL:47170524 | EOL:4077 | EOL:8665119 | EOL:282 | EOL:283 | EOL:47107716 | EOL:47107717 | EOL:4385 | EOL:8097 | EOL:30108,,,,,,,,,,,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,10749f50-d8bf-408b-a031-a0e87875dfbc,UCM,UCMC,UCMC 0137760,,adult,,,,,,female (worker),PreservedSpecimen,40.143484,-79.267997,1982-06-01T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=29549052,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=29549052,University of Colorado Museum of Natural History Entomology Collection,https://github.com/globalbioticinteractions/ucm-ucmc/archive/60530dcc82d33c9675a4026ad60dc40bea8f2a91.zip
Under bark Lodgepole Pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,e89b51b0-b636-414a-a57a-721d470264bc,BYU,BYUC,BYUC085014,,,,,,,,,PreservedSpecimen,41.217465,-106.778928,1986-08-08T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878507,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878507,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Limber Pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,90bfa2f9-74a1-4e0e-b6ab-8270ac56c7d1,BYU,BYUC,BYUC084763,,,,,,,,,PreservedSpecimen,41.217465,-106.778928,1986-08-03T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878505,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878505,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Ponderosa Pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,bcb93cb5-11f6-45a7-9cd1-c69721ee0546,BYU,BYUC,BYUC082903,,,,,,,,,PreservedSpecimen,42.339883,-105.457946,1986-08-07T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878503,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878503,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Ponderosa Pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,046ce6fb-fd52-4ee3-8d7f-09f1a6b68c76,BYU,BYUC,BYUC085164,,,,,,,,,PreservedSpecimen,42.339883,-105.457946,1986-08-01T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878502,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878502,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Limber pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,89a11aca-117a-4294-872c-6946d8244122,BYU,BYUC,BYUC085106,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-07-22T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878497,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878497,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Limber pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,04b4c5f7-d987-44f7-a4f4-3d8910f92553,BYU,BYUC,BYUC085054,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-07-22T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878495,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878495,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Limber pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,76d917ac-77a1-48f0-bfef-202400332fbe,BYU,BYUC,BYUC085118,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-08-07T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878493,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878493,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Ponderosa pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,196bd85d-fde3-4aa2-aae5-3a5cf33070a9,BYU,BYUC,BYUC082743,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-07-22T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878490,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878490,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Ponderosa pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,494c6b08-5715-4e32-920f-963b5a2c6dfc,BYU,BYUC,BYUC085474,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-08-07T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878489,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878489,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Ponderosa pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,0ad28307-6d86-48be-8d20-e9aad69f7eeb,BYU,BYUC,BYUC085170,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-08-07T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878486,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878486,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Ponderosa pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,3d0fab07-d377-4b41-a989-7ebe136018e3,BYU,BYUC,BYUC085216,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-07-22T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878484,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878484,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
Under bark Limber pine,,,,,,,,,,,PO:0004518,bark,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,ec04260e-b7d3-4277-b3a5-cc6bb4c04cd6,BYU,BYUC,BYUC085361,,,,,,,,,PreservedSpecimen,42.25469,-105.491658,1986-07-22T00:00:00Z,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878482,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22878482,Brigham Young University Arthropod Museum,https://github.com/globalbioticinteractions/byu-byuc/archive/4a609ac6a9a03425e2720b6cdebca6438488f029.zip
mixed low vegetation probably feeding on plant tissues next to a walkway. Caught along side Camponotus atriceps using sweep net.,,,,,,,UBERON:0000113,post-juvenile adult stage,,,ENVO:01000355,vegetation layer,,,PreservedSpecimen,interactsWith,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,39535e5a-e788-47a3-92a0-bef9b2f8e8c2,PSUC,ENTO,PSUC_ENT532_2023_3855,,adult,,,,,,,PreservedSpecimen,40.806,-77.867,2023-09-01T00:00:00Z,https://ecdysis.org/collections/individual/index.php?occid=5650319,https://ecdysis.org/collections/individual/index.php?occid=5650319,ecdysis - a portal for live-managing arthropod occurrence data,https://github.com/globalbioticinteractions/ecdysis/archive/a322ee67d84be8eb2dccee0af9cb3d14aa8d6077.zip
Ophiocordyceps unilateralis,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Ophiocordycipitaceae | Ophiocordyceps | Ophiocordyceps unilateralis,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:8564101 | EOL:6471306 | EOL:6471318,,,,,,,,,,,,,,hasParasite,Camponotus pennsylvanicus,Biota | Animalia | Arthropoda | Crustacea | Allotriocarida | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae | Camponotus | Camponotus pennsylvanicus,WORMS:1 | WORMS:2 | WORMS:1065 | WORMS:1066 | WORMS:1598172 | WORMS:1278 | WORMS:1307 | WORMS:151152 | WORMS:151155 | WORMS:425369 | WORMS:1490351 | WORMS:1490353,,,,,,,,,,,,,,,,,https://speciesconnect.com/case/ophiocordyceps-unilateralis-parasitism-camponotus-pennsylvanicus/,https://speciesconnect.com/case/ophiocordyceps-unilateralis-parasitism-camponotus-pennsylvanicus/,Species Connect. https://speciesconnect.com,https://github.com/globalbioticinteractions/speciesconnect/archive/c3c6f45f0864cd9d7fb4f281f69669cc5516cbfd.zip
