source_taxon_name,source_taxon_path,source_taxon_path_ids,source_specimen_occurrence_id,source_specimen_institution_code,source_specimen_collection_code,source_specimen_catalog_number,source_specimen_life_stage_id,source_specimen_life_stage,source_specimen_physiological_state_id,source_specimen_physiological_state,source_specimen_body_part_id,source_specimen_body_part,source_specimen_sex_id,source_specimen_sex,source_specimen_basis_of_record,interaction_type,target_taxon_name,target_taxon_path,target_taxon_path_ids,target_specimen_occurrence_id,target_specimen_institution_code,target_specimen_collection_code,target_specimen_catalog_number,target_specimen_life_stage_id,target_specimen_life_stage,target_specimen_physiological_state_id,target_specimen_physiological_state,target_specimen_body_part_id,target_specimen_body_part,target_specimen_sex_id,target_specimen_sex,target_specimen_basis_of_record,latitude,longitude,event_date,study_citation,study_url,study_source_citation,study_source_archive_uri
Vairimorpha invictae,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Microsporidia | Pansporoblastina | Burenellidae | Vairimorpha | Vairimorpha invictae,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:5006395 | EOL:11926996 | EOL:4955826 | EOL:2910925 | EOL:4955828,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Jouvenaz, D.P., and Ellis, E.A., 1986. Vairimorpha invictae n. sp. (Microspora: Microsporidia), a parasite of the red imported fire ant. Solenopsis invicta Buren (Hymenoptera: Formicidae). J. Protozool. 33: 457-461.",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Vairimorpha invictae,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Microsporidia | Pansporoblastina | Burenellidae | Vairimorpha | Vairimorpha invictae,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:5006395 | EOL:11926996 | EOL:4955826 | EOL:2910925 | EOL:4955828,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Jouvenaz, D.P., and Ellis, E.A., 1986. Vairimorpha invictae n. sp. (Microspora: Microsporidia), a parasite of the red imported fire ant. Solenopsis invicta Buren (Hymenoptera: Formicidae). J. Protozool. 33: 457-461.",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Thelohania,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Microsporidia | Pansporoblastina | Thelohaniidae | Thelohania,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:5006395 | EOL:11926996 | EOL:2707 | EOL:2910909,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Sprague, V. 1977. Annotated List of Species of Microsporidia. pp. 31-334. In Bulla, L.A. and Cheng, T.C. [eds.], Comparative Pathobiology V. 2; Systematics of the Microsporidia. Plenum Press, New York; Allen, G.E., and Buren, W.F. 1974. Microsporidan and fungal diseases of Solenopsis invicta Buren in Brazil. J.N.Y. Entomol. Soc. 82:125-130.",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Metarhizium anisopliae,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Clavicipitaceae | Metarhizium | Metarhizium anisopliae,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:5648 | EOL:21271 | EOL:992622,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Humber, R.A. 1995. Collection of entomopathogenic fungal cultures (unpublished) U.S. Department of Agriculture, Agriculture Research Service, Plant Protection Research Unit, U.S. Plant, Soil, and Water Laboratory, Tower Rd., Ithaca, N. Y. 14853-0331.; Humber, R.A. 1999? Collection of entomopathogenic fungal cultures (unpublished) U.S. Department of Agriculture, Agriculture Research Service, Plant Protection Research Unit, U.S. Plant, Soil, and Water Laboratory, Tower Rd., Ithaca, N. Y. 14853-0331.",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Beauveria bassiana,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria | Beauveria bassiana,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:8565449 | EOL:16601 | EOL:160292,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Humber, R.A. 1992. Collection of entomopathogenic fungal cultures: catolog of strains, 1992. U.S. Department of Agriculture, Agriculture Research Service. ARS-110. 177pp. (Plant Protection Research Unit, U.S. Plant, Soil, and Water Laboratory, Tower Rd., Ithaca, N. Y. 14853-0331.); Sanchez-Pena, S.R., and Thorvilson, H. G. 1995. Effect of long-term storage and conidial suspending agents on the virulence of Beauveria bassiana towardSolenopsis invicta. J. Invertebr. Pathol. 65: 248-252.",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Beauveria bassiana,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria | Beauveria bassiana,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:8565449 | EOL:16601 | EOL:160292,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Humber, R.A. 1992. Collection of entomopathogenic fungal cultures: catolog of strains, 1992. U.S. Department of Agriculture, Agriculture Research Service. ARS-110. 177pp. (Plant Protection Research Unit, U.S. Plant, Soil, and Water Laboratory, Tower Rd., Ithaca, N. Y. 14853-0331.); Sanchez-Pena, S.R., and Thorvilson, H. G. 1995. Effect of long-term storage and conidial suspending agents on the virulence of Beauveria bassiana towardSolenopsis invicta. J. Invertebr. Pathol. 65: 248-252.",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Beauveria brongniartii,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria | Beauveria brongniartii,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:8565449 | EOL:16601 | EOL:191973,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Humber, R.A. 1992. Collection of entomopathogenic fungal cultures: catolog of strains, 1992. U.S. Department of Agriculture, Agriculture Research Service. ARS-110. 177pp. (Plant Protection Research Unit, U.S. Plant, Soil, and Water Laboratory, Tower Rd., Ithaca, N. Y. 14853-0331.)",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Conidiobolus,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Zoopagomycota | Entomophthoromycotina | Entomophthoromycetes | Entomophthorales | Ancylistaceae | Conidiobolus,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:52236644 | EOL:52236645 | EOL:39997971 | EOL:6325 | EOL:6326 | EOL:38230,,,,,,,,,,,,,,pathogenOf,Solenopsis invicta,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae | Solenopsis | Solenopsis invicta,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699 | EOL:33045 | EOL:403244,,,,,,,,,,,,,,,,,"Humber, R.A. 1992. Collection of entomopathogenic fungal cultures: catolog of strains, 1992. U.S. Department of Agriculture, Agriculture Research Service. ARS-110. 177pp. (Plant Protection Research Unit, U.S. Plant, Soil, and Water Laboratory, Tower Rd., Ithaca, N. Y. 14853-0331.)",,"Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.",https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip
Beauveria amorpha,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Cordycipitaceae | Beauveria | Beauveria amorpha,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:8565449 | EOL:16601 | EOL:301755,178e9f6a-8fa6-452f-b6c5-b09ebb4dda4c,BPI,,BPI 880996,,,,,,,,,PreservedSpecimen,interactsWith,Formicidae,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699,,,,,,,,,,,,,PreservedSpecimen,,,1988-11-23T00:00:00Z,https://mycoportal.org/portal/collections/individual/index.php?occid=1842337,https://mycoportal.org/portal/collections/individual/index.php?occid=1842337,Mycology Collections Data Portal (MyCoPortal). https://mycoportal.org,https://github.com/globalbioticinteractions/mycoportal/archive/646fe260d16e7ae85451d1813a1df332e8525a8d.zip
Ophiocordyceps myrmecophila,Life | Cellular Organisms | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Dikarya | Ascomycota | Sordariomycetes | Hypocreales | Ophiocordycipitaceae | Ophiocordyceps | Ophiocordyceps myrmecophila,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:46702381 | EOL:46702383 | EOL:10594877 | EOL:5577 | EOL:2858320 | EOL:5645 | EOL:8564101 | EOL:6471306 | EOL:8565493,2578a6ea-0b49-486a-9ac2-f711dd7a3ba6,BPI,,BPI 634619,,,,,,,,,PreservedSpecimen,hasHost,Formicidae,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Vespoidea | Formicidae,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:3016961 | EOL:648 | EOL:2717184 | EOL:2723467 | EOL:698 | EOL:699,,,,,,,,,,,,,PreservedSpecimen,,,1934-06-07T00:00:00Z,https://mycoportal.org/portal/collections/individual/index.php?occid=1564673,https://mycoportal.org/portal/collections/individual/index.php?occid=1564673,Mycology Collections Data Portal (MyCoPortal). https://mycoportal.org,https://github.com/globalbioticinteractions/mycoportal/archive/646fe260d16e7ae85451d1813a1df332e8525a8d.zip
